"Bay","Site","Quadrat","Weight_kg","Adults","Seed","Spat","Total Live","Total Dead","Month","Day","Year","Date","Period","Season"
"Pensacola","Trout Bayou",2,3.34,0,11,32,43,2,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",3,3.66,0,15,40,55,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",4,4.29,0,19,29,48,4,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",5,2.78,0,14,16,30,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",1,1.38,0,5,28,33,3,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",2,1.82,0,9,19,28,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",3,2.08,0,7,12,19,2,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",4,2.18,0,10,12,22,1,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",5,2.08,0,17,14,31,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",1,2.51,0,18,33,51,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",2,2.71,0,23,27,50,3,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",3,2.46,0,23,19,42,2,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",4,0.71,0,2,15,17,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",5,0.48,0,2,8,10,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",1,0.91,0,7,19,26,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",2,1.48,0,5,34,39,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",3,1.19,0,8,14,22,1,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",4,1.07,0,7,18,25,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","Trout Bayou",5,1.53,0,6,14,20,0,7,9,2018,2018-07-09,7,"Summer"
"Pensacola","White Point Bar",1,2.97,0,18,7,25,3,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",2,3.31,0,16,13,29,5,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",3,2.81,0,10,12,22,6,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",4,2.34,0,18,3,21,2,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",5,2.51,0,8,8,16,4,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",1,2.53,0,0,3,3,4,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",2,2.5,0,0,4,4,2,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",3,2.5,0,0,3,3,5,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",4,2.16,0,1,7,8,1,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",5,2.81,0,4,5,9,1,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",1,2.34,0,10,4,14,2,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",2,2.26,0,13,13,26,4,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",3,2.18,0,13,7,20,2,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",4,3.09,0,2,13,15,3,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",5,3.15,0,5,13,18,8,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",1,3.84,0,25,24,49,2,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",2,3.54,0,11,15,26,1,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",3,4.23,0,12,17,29,1,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",4,2.75,0,13,14,27,3,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",5,2.89,0,8,12,20,2,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",1,3.27,0,7,16,23,6,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",2,3.97,0,7,15,22,4,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",3,3.69,0,13,8,21,7,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",4,4.75,0,13,15,28,7,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",5,3.3,0,13,18,31,4,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",1,3.69,0,11,7,18,3,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",2,2.05,0,3,0,3,1,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",3,2.6,0,7,7,14,0,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",4,3.03,0,3,14,17,0,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","White Point Bar",5,2.51,0,5,4,9,2,7,11,2018,2018-07-11,7,"Summer"
"Pensacola","Trout Bayou",1,0.54,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,0.33,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,0.77,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,0.53,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,0.76,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,0,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,0.02,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,0.02,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,0,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,0,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,0.92,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,0.82,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,0.42,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,0.71,0,0,1,1,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,0.62,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,2.93,0,0,0,0,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,2.08,0,2,2,4,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,3.3,0,0,0,0,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,2.16,0,7,21,28,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,2.85,1,1,9,11,4,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,4.54,0,4,20,24,4,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,4.84,0,1,38,39,9,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,3.23,0,0,52,52,3,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,3.5,0,8,27,35,8,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,3.7,0,2,91,93,9,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,8.31,0,1,36,37,11,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,5.44,0,9,65,74,10,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,2.24,0,4,22,26,3,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,3.13,0,4,34,38,8,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,3.2,0,4,57,61,3,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,1.29,0,0,4,4,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,1.84,0,0,15,15,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,2.11,0,2,67,69,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,1.07,0,0,4,4,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,0.99,0,0,13,13,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,2.43,0,2,72,74,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,2.29,0,0,76,76,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,2.33,0,1,128,129,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,2.73,0,0,32,32,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,1.76,0,2,61,63,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",1,3.49,1,3,72,76,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",2,2.63,0,1,99,100,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",3,3.83,0,0,108,108,3,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",4,3.83,0,5,107,112,6,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Trout Bayou",5,3.66,0,1,175,176,5,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",1,1.67,0,5,73,78,6,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",2,1.67,0,1,44,45,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",3,0.31,0,0,2,2,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",4,0.48,0,0,4,4,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",5,2.57,0,0,98,98,3,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",1,1.48,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",2,1.65,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",3,1.78,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",4,1.76,0,0,1,1,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",5,1.98,0,0,2,2,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",1,1.44,0,3,38,41,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",2,1.8,0,1,20,21,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",3,2.39,0,3,50,53,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",4,0.72,0,0,2,2,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",5,0.94,0,0,1,1,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",1,3.98,0,2,8,10,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",2,6.6,0,1,25,26,6,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",3,3.15,0,0,11,11,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",4,3.5,0,7,1,8,6,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",5,3.59,0,2,7,9,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",1,3.85,0,2,15,17,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",2,3.16,0,7,21,28,3,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",3,3.42,0,1,1,2,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",4,2.7,0,4,3,7,6,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",5,3.41,0,3,1,4,7,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",1,2.54,0,2,1,3,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",2,1.22,0,0,0,0,0,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",3,4.5,0,2,0,2,3,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",4,1.97,1,0,0,1,1,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Boathouse Lumps",5,1.85,0,0,0,0,2,9,20,2017,2017-09-20,5,"Summer"
"Pensacola","Mussel Beds",1,1.72,0,0,7,7,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",2,1.99,0,1,47,48,7,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",3,1.44,0,0,13,13,4,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",4,1.54,0,0,12,12,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",5,1.95,0,0,10,10,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",1,1.04,0,1,10,11,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",2,0.75,0,0,11,11,7,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",3,0.75,0,0,6,6,2,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",4,0.91,0,0,7,7,10,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",5,1.11,0,0,25,25,7,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",1,0.4,0,0,2,2,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",2,0.16,0,0,0,0,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",3,0.1,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",4,0.27,0,0,6,6,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Mussel Beds",5,0.2,0,1,5,6,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",1,2.4,0,21,23,44,2,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",2,2.17,0,10,11,21,2,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",3,2.03,0,17,8,25,5,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",4,2.06,0,15,9,24,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",5,3.64,0,13,15,28,5,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",1,0.85,0,4,17,21,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",2,0.89,0,4,4,8,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",3,0.6,0,7,5,12,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",4,0.7,0,10,7,17,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",5,0.7,0,3,8,11,2,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",1,2.33,0,15,50,65,9,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",2,2.08,0,17,24,41,8,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",3,1.81,0,18,13,31,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",4,2.18,0,27,14,41,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","No Name Bar",5,2.69,0,20,18,38,4,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",1,0.18,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",2,0.99,0,0,0,0,4,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",3,0.45,0,0,0,0,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",4,2.01,0,0,0,0,15,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",5,1.51,0,0,0,0,3,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",1,0.55,0,0,0,0,2,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",2,0.27,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",3,0.31,0,0,0,0,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",4,0,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",5,0,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",1,0.34,0,0,1,1,4,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",2,0.57,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",3,0.34,0,0,0,0,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",4,0.47,0,1,1,2,4,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Point No Point Bar",5,0.44,0,1,1,2,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",1,0.5,0,0,0,0,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",2,0.29,0,0,0,0,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",3,0.51,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",4,0.54,0,0,0,0,1,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",5,0.66,0,0,0,0,0,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",1,1.82,0,0,0,0,40,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",2,2.58,0,0,0,0,63,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",3,3.69,0,0,0,0,38,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",4,2.24,0,0,0,0,29,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",5,2.31,0,0,0,0,24,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",1,2.1,0,0,0,0,6,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",2,2.19,0,0,0,0,15,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",3,1.55,0,0,0,0,11,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",4,3.07,0,0,2,2,83,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",5,2.85,0,0,3,3,51,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",1,3.72,0,0,0,0,11,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",2,3.11,0,0,0,0,19,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",3,3.36,0,0,0,0,19,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",4,3.45,0,0,0,0,25,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",5,3.56,0,0,0,0,19,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",1,1.39,0,0,0,0,18,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",2,1.49,0,0,0,0,9,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",3,1.42,0,0,0,0,15,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",4,2.11,0,0,0,0,32,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",5,2.48,0,0,0,0,30,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",1,1.81,0,0,0,0,5,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",2,1.36,0,0,0,0,13,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",3,2.21,0,0,0,0,33,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",4,1.83,0,0,0,0,12,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","Escribano Point",5,2.15,0,0,0,0,16,9,21,2017,2017-09-21,5,"Summer"
"Pensacola","East River",1,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",2,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",3,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",4,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",5,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",1,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",2,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",3,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",4,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",5,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",1,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",2,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",3,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",4,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",5,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",1,2.1,0,10,3,13,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",2,1.72,0,11,3,14,2,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",3,2.05,0,8,3,11,2,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",4,2.15,0,7,0,7,3,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",5,2.15,0,10,2,12,5,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",1,3.27,0,11,2,13,0,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",2,2.21,0,6,4,10,5,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",3,2.36,0,5,0,5,7,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",4,3.31,0,20,7,27,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",5,3.51,0,21,3,24,3,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",1,1.01,0,2,1,3,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",2,0.6,0,1,0,1,0,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",3,0.8,0,3,0,3,0,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",4,2,0,6,0,6,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",5,1.21,0,1,1,2,0,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",1,7.81,2,84,41,127,9,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",2,6.98,0,57,35,92,7,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",3,4.9,6,60,26,92,4,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",4,6.93,0,86,20,106,4,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",5,6.9,0,65,9,74,6,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",1,4.95,0,46,15,61,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",2,6.23,0,44,27,71,3,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",3,6.58,0,44,10,54,2,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",4,4.26,2,29,15,46,6,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",5,6.48,3,53,14,70,3,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",1,3.84,0,21,24,45,0,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",2,5.61,0,39,66,105,0,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",3,5.4,0,64,49,113,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",4,4.05,0,34,33,67,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",5,4.65,0,19,41,60,1,10,31,2017,2017-10-31,6,"Winter"
"Pensacola","East River",1,0.03,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",2,0.06,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",3,0.09,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",4,0.09,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",5,0.21,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",1,0.22,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",2,0.53,0,1,0,1,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",3,0.27,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",4,0.31,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",5,0.44,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",1,0.14,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",2,0.14,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",3,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",4,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","East River",5,0,0,0,0,0,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",1,1.63,0,12,15,27,2,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",2,2.06,0,27,9,36,9,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",3,2.53,0,22,14,36,5,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",4,1.81,0,20,7,27,1,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",5,2.55,0,14,9,23,6,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",1,1.52,0,5,13,18,8,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",2,2.48,0,18,16,34,0,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",3,2.58,0,8,20,28,3,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",4,2.02,0,18,7,25,4,10,30,2017,2017-10-30,6,"Winter"
"Pensacola","Square Bar",5,2.33,0,9,11,20,6,10,30,2017,2017-10-30,6,"Winter"
